RCRD-TYP,FD-CDE-2,ST-OFC-MAILG,CTY-OFC-MAILG,DST-OFC-MAILG,ST-CDE-OBLR,CTY-CDE-OBLR,ID-NBR-OBLR,LN-NBR,CR-REPT-FEE-CDE,NME-OBLR,ADVNC-MULTI-AMT,DTE-CK,APROPTN-CDE,GEOG-ST-CDE,FY,FED-RESV-ROUTE-NBR,CK-DIGIT-ROUTE-NBR,TYP-BANK-ACCT,DPSTR-ACCT-NBR,ENTY-CDE,CK-CNCLTN-CDE,FNL-ADVNC-CDE,DTE-LST-RGSTR-DTL,BLK-NBR
12,13,47,51,51,47,51,50801681,3,9,5.10051E+14,-329958.56,111620,92,35,13,49496085,8,S,OJLJOGCVMAH1SPMAP,74,38,47,60622,987
15,95,45,87,87,45,87,26549869,50,6,8.70027E+14,1292.2,111819,9,11,34,74422139,4,C,97NSWCUL7E05GU0PC,23,34,18,51516,849
19,54,29,109,109,29,109,96531390,69,7,1.0901E+15,300.32,22314,96,54,95,86547277,3,S,VT9EFKQAWSTCH0YVK,68,66,40,121818,5681
15,13,30,47,47,30,47,35219238,46,9,4.70035E+14,428680.87,102513,37,19,75,77913395,7,S,R6D9UFUJY4T2JZK7B,21,95,79,32815,9304
10,34,32,15,15,32,15,24727663,96,7,1.50025E+14,77893.94,40622,43,15,13,14703099,2,B,FTQOLO7COGKIAL7CL,78,60,16,123114,7040
18,54,49,11,11,49,11,74865247,52,5,1.10075E+14,61456.69,62914,47,13,75,56875955,3,M,3J4X98J7IMPD82ZZR,24,9,91,62422,3744
11,13,54,15,15,54,15,21690126,80,1,1.50022E+14,-727866.51,70721,44,44,95,65434443,6,S,OSL9VG94WN82FO19T,74,42,51,122013,6356
14,95,28,129,129,28,129,62130658,3,2,1.29006E+15,60364.36,41016,75,48,13,51426192,8,B,26ZJ3F9PZ4NA669F6,86,38,14,101113,7619
10,34,5,121,121,5,121,92930005,41,4,1.21009E+15,-278.16,101717,63,15,54,69759565,0,M,22YPPXQ4BJQVUEM0V,83,96,4,73022,7411
11,54,17,153,153,17,153,99691549,86,3,1.5301E+15,-3455.2,81716,7,19,23,19421135,3,M,5QTAPKZKUHADPZOS0,11,52,64,112314,6601
20,75,12,15,15,12,15,57597721,15,0,1.50058E+14,-49523.24,30422,82,45,95,47261822,8,S,IWI0H0AM8BAUR4C20,81,52,80,61716,2526
16,75,36,37,37,36,37,59390501,82,7,3.70059E+14,-495.5,30514,26,34,95,84903976,0,B,73182K882HWKY83JQ,84,38,11,51313,7666
18,34,8,79,79,8,79,56019953,48,9,7.90056E+14,2423.1,52421,69,54,75,28341725,1,C,W2MKSXLJ3JAZXL7OX,40,2,55,52620,268
15,34,40,31,31,40,31,23955139,65,3,3.10024E+14,789.62,60522,15,25,54,13345753,9,M,AGKJSL0ELD83XV6AJ,92,15,89,112113,4514
18,34,51,183,183,51,183,46180534,27,9,1.83005E+15,9433.37,32618,72,5,75,10874062,4,B,1956711NEWMF5O5X4,42,76,36,72416,5794
15,13,51,710,710,51,710,95045392,59,7,7.1001E+15,-66331.47,70623,54,37,95,46118139,6,C,5XJBYJZZ88D44UVOR,90,68,87,70622,9583
15,75,16,3,3,16,3,41038312,61,7,3.0041E+13,477393.79,72823,54,11,14,12270857,3,M,HIM0SAYE1055C7K60,0,65,59,50621,7396
14,75,20,147,147,20,147,35612509,52,7,1.47004E+15,927676.4,72920,55,24,34,38355704,6,C,3RD2HPXBCJJZB6ECZ,49,73,26,72022,458
17,75,53,47,47,53,47,27651551,80,9,4.70028E+14,2255.69,51721,10,36,14,32419917,5,B,49C4FRR8Q0HO0EJYP,2,15,4,13120,5330
15,34,2,180,180,2,180,54573375,51,2,1.80005E+15,-71074.25,11515,28,22,14,68601111,8,C,CUH9SDIATZCS1KRPS,1,25,38,72619,3565
11,34,40,7,7,40,7,51751890,91,6,7.00518E+13,1416.46,20115,38,24,75,28491932,6,S,9M3SSA5M4KZCJ9YOX,48,77,4,61118,2512
19,75,41,59,59,41,59,80533683,38,1,5.90081E+14,178.63,71920,87,1,95,23804692,6,C,7L3JOTM6HLG5VW4R5,97,31,34,70816,9774
10,14,39,25,25,39,25,75610058,39,7,2.50076E+14,6921.82,20718,64,9,96,73669644,6,M,S5A3J89P4JI4CMLML,0,18,26,91916,4333
10,75,1,13,13,1,13,28655123,5,8,1.30029E+14,464.9,41718,39,22,55,40487561,3,S,LES15JY5INV09FDFS,11,29,86,10715,1271
17,34,8,87,87,8,87,44416698,80,8,8.70044E+14,-581345.78,110522,32,22,14,52347101,8,C,ETP17UNI6SRZ46SV8,16,11,38,10714,198
18,55,26,163,163,26,163,29349848,86,9,1.63003E+15,1793.49,82418,41,49,34,76205748,8,S,E7UQ85MNXKVCTE996,63,70,97,112918,5133
16,75,46,25,25,46,25,34311926,44,0,2.50034E+14,856.56,92514,90,51,14,67029584,8,C,YK4CR642JZZWVSW7F,18,66,90,12422,6319
20,14,17,53,53,17,53,53188969,93,1,5.30053E+14,-6571.87,72922,61,54,96,86268992,7,S,7JTGGEEF31LKBRASK,11,90,57,92613,2766
12,34,48,159,159,48,159,25635484,93,2,1.59003E+15,122555.53,111119,49,53,14,67672194,5,M,E4OKOAJJNF36TLF0I,20,68,58,30117,7348
11,96,17,41,41,17,41,69466022,29,1,4.10069E+14,711.26,10617,54,21,34,86121443,6,C,OXSU2IKT0KO09QYYH,70,60,93,120215,5385
17,96,56,9,9,56,9,96820940,91,8,9.00968E+13,246596.39,31017,66,40,55,50089103,2,M,HBK6IJ2ACXLALFW7P,18,6,36,92013,6228
17,75,2,16,16,2,16,15432261,44,3,1.60015E+14,124.18,71913,68,8,96,36546942,2,M,H1P6WMXV7EIB5TAUH,16,29,70,51617,5244
18,96,5,115,115,5,115,71115351,59,3,1.15007E+15,85087.42,110119,20,9,34,20308643,6,M,4VTMV7N7WLOXWW9CV,73,21,73,31915,4634
19,75,13,221,221,13,221,92992249,10,4,2.21009E+15,4705.98,12219,37,8,96,75384788,5,S,ZLJ1PDN1AM52BDB3F,19,57,45,110713,4011
17,14,13,227,227,13,227,28654046,80,8,2.27003E+15,-989432.53,10220,74,49,14,81528498,7,S,VSZHF57O434RLXT1R,30,51,21,33116,4796
10,75,29,31,31,29,31,71622560,87,0,3.10072E+14,138.4,111223,73,16,34,88461903,2,B,P3TQ2WLFKGZS7DTFB,78,69,29,22217,3527
16,55,47,113,113,47,113,42244831,29,2,1.13004E+15,94887.81,112416,17,55,96,16399710,0,B,I9Y26AARBQLF20PCL,23,55,6,81222,2124
16,14,29,151,151,29,151,54917549,28,9,1.51005E+15,-5645.68,52817,88,42,14,88882381,3,C,CQG71D1K7XKS16UBS,32,37,46,50917,4155
18,75,55,103,103,55,103,74655144,95,6,1.03007E+15,329.6,31616,62,32,55,20302406,3,S,JRS42VOMMEYKSF32F,27,15,32,42817,4132
13,14,1,23,23,1,23,47218193,97,2,2.30047E+14,52680.42,90117,45,51,75,56315817,1,S,BZO9TWRWZTOVZS86A,80,9,89,11816,1855
12,34,45,79,79,45,79,21886415,55,0,7.90022E+14,-9881.26,110918,34,51,75,75025200,8,S,7TRFB6BKI96A3OE9Y,81,10,83,91822,9720
16,75,27,97,97,27,97,49988195,22,9,9.7005E+14,45155.79,53113,46,40,14,32235917,4,M,K84M8P1WBFBB28H3V,38,64,23,113018,8997
17,75,46,123,123,46,123,38773921,86,7,1.23004E+15,114113.4,112318,19,8,55,65638981,0,M,D8ZDS5BZ1OGMT1TE1,35,33,86,111622,6663
14,55,22,71,71,22,71,33424426,47,9,7.10033E+14,-16439.29,50420,74,45,75,15792771,6,S,4ENSI91ZSIROOVT3Z,84,44,48,71922,3470
16,75,37,171,171,37,171,89789675,6,2,1.71009E+15,647.7,120815,59,51,55,18515024,9,B,OH1L1E0OJBHY010NF,37,46,25,40321,8985
15,75,30,49,49,30,49,60056237,38,1,4.9006E+14,925.77,93019,76,9,75,15783235,8,M,9EDH5ZUGMAJGAE59A,88,56,99,50617,952
18,96,20,185,185,20,185,58453434,65,9,1.85006E+15,514.33,122321,47,53,14,58352640,2,S,M3Y3T8JXO4YINAH00,46,43,42,42315,276
17,96,33,3,3,33,3,53035618,59,8,3.0053E+13,-616414.11,120321,51,42,96,14923527,8,B,03PCPOJKHY2M21RO7,43,15,42,83118,1053
19,14,29,1,1,29,1,39973537,34,9,1.004E+13,16143.45,110713,21,34,75,17020821,3,C,B0A5KSZX5A2KYMA83,96,37,48,31322,6960
11,96,6,93,93,6,93,88697332,32,5,9.30089E+14,78355.59,50118,71,49,35,15568865,5,B,PUGFHIUDX6US1FH7F,1,79,77,71822,4743
11,55,12,31,31,12,31,97889194,76,3,3.10098E+14,-232.75,112417,98,12,55,54103681,5,S,4VWB2X5K79FO7JMEI,49,7,94,82916,7295
17,14,26,23,23,26,23,33216617,72,7,2.30033E+14,-882866.18,61816,2,35,96,57300334,0,M,CC93X3QC914GHJJIT,45,38,93,51422,9910
19,96,46,17,17,46,17,14861560,55,8,1.70015E+14,-6319.23,122823,30,9,14,11022430,3,B,D51C5WSNOYWYCC6S4,53,63,24,81715,544
17,55,20,17,17,20,17,36606107,99,1,1.70037E+14,-454269.4,91213,20,9,55,88953281,2,B,R8X0MDNNVEADIARL1,51,40,97,42314,3762
13,96,19,149,149,19,149,34168431,71,0,1.49003E+15,740.1,91420,22,2,76,27356375,1,C,33W4BAZFGT9O5L1BN,2,56,8,20914,3581
13,35,27,129,129,27,129,82691513,2,8,1.29008E+15,2851.52,41315,97,28,76,85823828,2,B,HCH6VWB59CZYUQDAT,3,12,81,13018,655
16,35,24,5,5,24,5,61905259,77,9,5.00619E+13,-75136.55,22523,82,27,35,97424392,6,S,736GYIPMJZCNR1F75,8,1,54,71014,3313
20,96,18,125,125,18,125,10642100,26,5,1.25001E+15,77079.22,51523,86,13,55,27061332,9,B,P0GINBFVDLCIN53UY,55,22,25,20816,3132
10,76,20,99,99,20,99,35201287,39,6,9.90035E+14,286.42,20615,83,12,35,23318493,1,M,2IAHLKMDDLZXHA1G4,9,64,47,50920,8669
13,55,13,49,49,13,49,48669111,1,3,4.90049E+14,4511.35,61917,22,33,55,59551769,9,C,CTMA7QLKLADMCJZPW,59,95,15,31919,1573
17,35,17,163,163,17,163,40457561,75,0,1.63004E+15,57563.28,42320,95,40,14,39640168,8,B,TYM3MTDVQAEGDUXLU,63,28,97,123022,9946
19,96,51,31,31,51,31,12218461,1,8,3.10012E+14,67386.27,11922,3,53,14,25126905,4,B,27GPINGECL92QYHOM,59,48,61,30722,9759
16,55,26,113,113,26,113,56618755,91,7,1.13006E+15,19045.69,31721,74,19,76,30695843,4,M,1FHVXB3MULFE901I7,10,90,12,103013,3191
15,55,21,69,69,21,69,54688997,16,2,6.90055E+14,4882.25,22417,86,39,96,38657397,9,M,X62SRSN0ZFHFV1U4W,54,66,82,40313,1472
13,35,28,27,27,28,27,48823890,96,5,2.70049E+14,936313.46,32920,33,45,14,64328439,1,B,DTVJ2PG4J9N5M3EO1,67,27,3,31122,9
11,35,34,23,23,34,23,72312159,86,8,2.30072E+14,609.89,60821,67,51,76,60214422,1,S,7UOTABT4OIOUB5ZP6,14,54,41,92919,6456
19,76,18,105,105,18,105,41897458,72,3,1.05004E+15,748.2,50322,42,54,35,65851914,3,M,K38NSGSUB6J9KNRL2,23,8,59,122514,1367
18,35,13,191,191,13,191,64941812,78,6,1.91006E+15,5805.64,42415,52,50,14,16712852,7,C,0D4TKFTEA75WUH0WC,79,58,51,33014,9837
15,14,18,141,141,18,141,59665777,26,0,1.41006E+15,632432.95,111516,42,5,96,24364592,7,M,EEIRMT9HACKA67PKZ,72,52,63,72215,2338
15,55,1,35,35,1,35,63394952,89,3,3.50063E+14,597.98,40313,20,21,35,32669875,0,C,0H4QL214MMIF7W7FX,30,41,63,101622,4984
15,76,37,145,145,37,145,13747808,85,9,1.45001E+15,-426199.39,42115,68,38,55,43716439,4,C,W4118GVCOFGDX5YM3,79,3,67,21314,4382
18,35,13,5,5,13,5,28069411,72,7,5.00281E+13,53800.1,12014,19,41,35,92073351,2,B,3UQ18WSQS1G862REG,32,60,83,60322,1964
16,76,27,141,141,27,141,59918271,69,4,1.41006E+15,-218844.94,32221,33,53,35,53131135,8,C,JMQO8BE8CI3QH1XEL,33,43,33,90219,4443
13,35,54,25,25,54,25,39404755,91,9,2.50039E+14,812566.92,101819,13,41,14,31086825,6,C,QKQ2EKDCHTUJF4HLW,85,40,50,90517,1628
14,55,20,75,75,20,75,51165908,73,0,7.50051E+14,-782470.21,60816,93,27,55,47175742,2,M,T6VWJ9QJ28YUONBCC,83,33,12,110817,766
17,76,21,103,103,21,103,64659856,75,5,1.03006E+15,924.3,82922,94,24,35,65086130,5,B,KW3V6799DJINRW9DE,36,33,26,11717,6696
11,14,39,161,161,39,161,49579507,30,4,1.61005E+15,556471.2,12017,42,17,14,10267997,1,C,G2MP4RWZYUEYJN8MB,84,40,7,70217,2376
10,14,41,31,31,41,31,55796615,61,6,3.10056E+14,362708.59,71114,75,26,35,66652613,1,M,3BUGONPM6057N2SWO,39,52,64,81813,4162
16,55,51,159,159,51,159,79554903,75,3,1.59008E+15,58192.36,102922,20,23,96,68937907,2,S,BITUZ83HM3ZXK7GNZ,84,44,57,101220,246
14,76,53,3,3,53,3,96876870,60,1,3.00969E+13,620372.99,31214,75,5,96,21264619,7,C,7O7ZEL7EC61UJWUX0,88,15,3,20317,223
17,96,49,13,13,49,13,28152770,70,8,1.30028E+14,73865.5,63017,29,5,96,25217607,3,C,2MP6PM7CMOAAKHYD8,89,90,63,80122,1150
15,76,39,117,117,39,117,20225580,65,5,1.17002E+15,57423.34,12319,93,21,96,31090278,3,M,MAQMR1V5Y85AUUO14,91,33,64,42514,8095
10,76,48,341,341,48,341,53790658,3,8,3.41005E+15,926886.77,60323,43,31,55,83555762,9,C,8W78EEMV2GACH6BW8,96,17,50,52319,5171
14,76,54,59,59,54,59,66847732,21,8,5.90067E+14,244489.4,82619,93,53,15,98141234,1,B,JFDN42F160WSMT464,2,75,99,111116,9370
14,35,20,109,109,20,109,40285502,38,6,1.09004E+15,90113.12,60516,19,55,96,21207255,8,C,ZHWP9ZRYR7BM9ZUNM,94,28,59,42819,8634
19,15,48,215,215,48,215,12604516,16,1,2.15001E+15,80220.12,91716,89,40,96,55756885,1,S,HN7ZB9RKYQDGHTZYK,96,34,76,122816,2840
14,56,42,131,131,42,131,54494075,6,4,1.31005E+15,8693.17,90523,41,54,56,32726612,8,M,D1Q766J7H58EVXW1G,0,67,25,30219,2773
14,76,47,35,35,47,35,50025031,39,0,3.5005E+14,-4344.78,32119,24,36,76,52601578,7,S,36WNBCDRAGAUYVWB1,47,47,45,51919,5492
16,35,32,17,17,32,17,24595697,45,4,1.70025E+14,-9516.2,91315,51,21,15,98174419,6,B,G7FJULFUKO6RYM609,3,90,78,52019,2402
18,35,46,31,31,46,31,81926045,94,7,3.10082E+14,78348.85,90422,36,24,56,94829001,8,M,OZE0G2EZ61YOQ97W2,4,75,73,113021,206
14,15,21,15,15,21,15,72331957,57,4,1.50072E+14,87528.46,11015,16,49,15,58643912,3,S,5QVYLODRJXV5WJI2Y,11,47,94,42619,8250
15,56,1,25,25,1,25,46575368,58,0,2.50047E+14,-297.83,32420,43,6,35,27050378,9,C,P5DKHD6U2TD90U85R,61,13,89,71814,5898
19,15,10,5,5,10,5,73324617,23,3,5.00733E+13,322.99,40714,72,10,97,96146453,0,S,3UQ315VXGHKYE8C5N,11,39,34,40618,1028
13,56,45,41,41,45,41,98228227,59,9,4.10098E+14,-1634.81,61317,26,12,35,92164871,0,C,44MHO0CQ87EOQL53C,67,43,40,12713,999
15,15,46,83,83,46,83,84566993,12,2,8.30085E+14,5713.88,72820,43,50,15,77151120,2,B,OOX2OLKTPGPDFT83S,22,87,8,100515,3599
13,35,24,19,19,24,19,57613558,30,8,1.90058E+14,-33664.59,122015,89,55,56,81286912,4,S,4GXP43X25ZRIKI9GV,20,90,34,31415,2740
14,56,45,71,71,45,71,53656503,43,2,7.10054E+14,280925.19,41015,38,48,35,69717454,3,M,I4NQXXTVM7HEF7OWN,72,14,1,111120,4170
12,97,1,49,49,1,49,44400393,30,6,4.90044E+14,671.51,122114,70,5,97,61483928,9,S,1OVFC7QKKKCSN0CY1,18,62,92,22822,1739
18,56,31,101,101,31,101,23169478,49,2,1.01002E+15,520606.65,72420,47,21,76,93392002,5,S,17SKNAY45U31V12E1,71,78,7,30318,2614
20,76,39,97,97,39,97,35630709,85,5,9.70036E+14,-272858.19,21013,68,45,76,55244299,8,B,WVZWK1UOY8DTVXXDS,75,63,60,103019,68
14,76,53,7,7,53,7,88633442,88,2,7.00886E+13,84077.25,81315,53,29,97,98238790,9,M,7U76FDHKNVV5SV33J,23,17,26,51318,728
18,35,46,95,95,46,95,26062823,59,5,9.50026E+14,882662.17,20915,67,34,15,43687049,5,S,W3Q71O2QWRQMP0BZ0,33,25,92,101520,5809
13,15,27,115,115,27,115,37139114,29,2,1.15004E+15,840.22,102622,23,31,76,20209305,1,B,XHA7SLHSF1M4Q4Y41,77,95,64,21022,5529
18,35,19,1,1,19,1,81977914,80,4,1.0082E+13,8924.93,11718,55,29,35,73256085,5,M,TU1TRJM4YWSIB3H19,82,99,80,103122,3905
11,15,42,29,29,42,29,38117300,11,9,2.90038E+14,68901.62,12416,62,29,56,71971616,1,B,BI1U24CH3DU62JPBZ,31,47,44,100520,5102
12,56,12,77,77,12,77,50094739,11,2,7.7005E+14,-55261.77,41415,98,17,97,28646497,5,C,UG5WG9NKFETFB1UBX,29,83,63,91913,3714
13,56,20,155,155,20,155,70110388,43,9,1.55007E+15,212434.94,90223,47,1,76,77447894,5,S,XDXJ7MXBDG48S8CTV,76,99,64,81920,8065
16,97,38,61,61,38,61,65010306,66,9,6.10065E+14,-66192.17,61615,89,39,15,96684356,5,M,FCZY0OEK8SSWFZZHW,40,2,66,110814,9104
16,15,21,199,199,21,199,87339060,29,0,1.99009E+15,-612697.83,10717,90,23,35,78568403,0,C,Y49JVYASQEN69XMZI,91,47,67,92317,6435
12,56,51,660,660,51,660,26994136,26,5,6.60003E+15,690.83,50720,18,41,15,76641191,5,C,HNEGE0SI6P8W2SYE8,44,80,60,62018,1823
15,97,51,187,187,51,187,47100873,7,4,1.87005E+15,8113.45,111418,77,34,35,22979848,5,S,P9ON0FQJDB3E2IYWK,96,43,27,101120,6772
11,56,51,191,191,51,191,94634584,9,4,1.91009E+15,281626.83,62822,82,20,97,71917689,6,C,19O6XYTUQKE90WS98,42,2,50,112021,5593
16,97,47,123,123,47,123,23120751,7,2,1.23002E+15,-207283.8,42219,71,40,76,15638583,8,S,IWCTA7TSY0CDNCX6Q,98,18,27,22413,9419
19,97,28,99,99,28,99,31633680,95,6,9.90032E+14,837426.8,40518,29,23,77,85582580,2,B,BP45S27LDBSSHL73R,1,61,59,30319,3743
16,56,12,3,3,12,3,85455549,5,5,3.00855E+13,5118.85,42523,7,36,77,43067098,9,S,ILWLV1488M1QNLH8E,2,26,47,50416,6391
15,15,46,29,29,46,29,98116874,47,3,2.90098E+14,-913.5,12821,77,41,56,63505655,8,B,ARNE3AJ64HOPPO5RS,53,76,89,21521,3126
13,56,22,21,21,22,21,21714432,71,8,2.10022E+14,963.85,32419,81,9,51,13862747,8,M,Q4I76P5OYWY16T23U,94,61,40,120119,5463
16,36,36,47,47,36,47,43902556,49,0,4.70044E+14,28233.1,71817,24,50,15,47755147,5,C,HG92JPD4ZNNA5XTQZ,66,43,42,41315,2117
16,77,29,83,83,29,83,13909418,63,8,8.30014E+14,184977.39,11218,60,23,97,98834335,2,C,IRKAXG0PDKAEDGHK4,59,67,61,92722,7498
20,36,21,135,135,21,135,82292342,74,0,1.35008E+15,86483.41,100922,82,29,97,47758336,8,B,LZ2XV0RIZEQ10C32E,64,90,41,91918,4122
11,97,19,21,21,19,21,91286729,39,1,2.10091E+14,2679.65,122918,21,36,36,61127902,0,B,F5MMXYFQDDIXS0GDI,20,81,70,41917,8294
10,97,22,99,99,22,99,86315183,64,2,9.90086E+14,88271.35,12415,14,32,56,68385925,1,B,WA8FKA8ATS95KC54D,70,55,80,22214,2532
14,56,37,23,23,37,23,42100314,89,7,2.30042E+14,4237.17,22216,50,17,97,86500127,6,C,K5BBSY4TTJ738EBLL,66,91,30,100620,3130
17,15,17,19,19,17,19,59938884,78,2,1.9006E+14,837.65,122518,6,53,97,51418681,9,B,O6WJBBGTERGNN1ITU,69,80,4,50919,8806
10,97,46,57,57,46,57,76701670,1,6,5.70077E+14,-5734.69,13114,72,38,77,14208784,5,B,ROZD2YMXMW502F1GV,24,44,62,70718,6621
18,56,11,1,1,11,1,62395661,96,5,1.00624E+13,318.55,51513,38,18,77,38425364,1,C,NN9G5EGLK6SGNBYK9,25,34,46,112320,5983
14,97,40,57,57,40,57,38085951,41,0,5.70038E+14,413342.95,80113,45,6,77,56209050,3,S,W40IM7PM9ZWFNRPAU,26,86,71,41115,471
11,15,16,77,77,16,77,54020543,56,7,7.70054E+14,-1800.85,70118,71,5,36,25091988,6,S,YOEWKNJYQOVTRZM0E,34,58,3,11819,273
19,77,36,79,79,36,79,84968310,67,8,7.90085E+14,922332.3,62423,11,20,56,75663661,1,B,WSEQ9H1L6BFRO9ZF6,82,40,54,120118,6389
13,97,28,87,87,28,87,17529855,48,2,8.70018E+14,683.79,52719,6,10,36,69900741,6,M,347RB95RY6ZB16ADB,37,82,88,12620,1080
15,97,39,31,31,39,31,89444699,15,3,3.10089E+14,71034.6,82817,61,55,36,68374510,1,C,EPX7GNIDHTFW7S62M,39,8,4,101422,3303
11,77,29,107,107,29,107,30383120,49,4,1.07003E+15,31990.23,81816,53,35,97,26547240,7,C,NJ4E2RLA0A2RE8AVN,83,28,60,63018,6859
16,97,12,133,133,12,133,10869711,18,4,1.33001E+15,-5003.11,41121,50,28,77,27318665,1,M,JBIZOX5OIPRG9ZR3I,36,12,80,52114,4918
15,77,29,29,29,29,29,88362325,47,9,2.90088E+14,710.46,51019,30,37,56,25411195,6,B,BLB5LX8AZ7HHW1SKW,92,20,66,122622,1762
10,97,29,95,95,29,95,33419412,61,0,9.50033E+14,7902.34,102019,26,34,77,21139235,6,B,226RL8QDDH598FLPD,43,60,43,52813,9211
20,15,1,55,55,1,55,36440372,11,0,5.50036E+14,-20577.21,30513,78,48,36,40353422,9,S,9XVMM9JVHAM35GADA,47,66,93,20513,8189
13,97,6,91,91,6,91,17997511,82,4,9.10018E+14,7325.75,51918,31,28,56,91201887,3,S,Y7LJN4GYWP8I849XY,98,17,1,80413,2520
18,15,17,91,91,17,91,14414037,1,9,9.10014E+14,-219.46,21123,25,10,16,23663320,8,C,7QOJ1ROP1X5GSM10X,3,94,85,82918,1674
18,36,44,9,9,44,9,99328189,73,8,9.00993E+13,33647.9,70714,86,2,16,25339267,8,M,B4XUQ8UB19PYQZSX8,5,27,56,90621,3582
17,77,13,51,51,13,51,81359003,11,8,5.10081E+14,38863.23,51616,27,35,77,14892095,0,C,K3YTJ10DM1A2MN4SW,55,34,36,102522,3818
13,56,26,55,55,26,55,76322421,30,3,5.50076E+14,7285.28,91721,60,32,77,56850572,9,C,45Z7RTLB0AAMZMFE8,61,79,6,32917,780
13,97,51,105,105,51,105,84087292,68,7,1.05008E+15,2352.32,121420,39,24,16,56819881,1,S,5RDPJ7MNCX33BOY0Z,17,8,2,102819,3346
20,77,26,5,5,26,5,21993909,15,7,5.0022E+13,532.57,40922,24,51,16,67644059,6,C,AAESTIMZX4MG740Q7,19,8,89,72913,8618
11,36,8,91,91,8,91,92988575,39,8,9.10093E+14,496.88,102217,78,4,77,89564317,0,S,T5A9THSZGEIFWEHKE,64,11,94,21015,2388
10,77,28,155,155,28,155,70505237,85,4,1.55007E+15,900039.12,11622,42,35,57,61622148,7,S,S0UI1E06G1RL91XLI,19,30,8,33022,4358
16,77,28,109,109,28,109,42694027,54,2,1.09004E+15,76414.74,31914,54,42,16,44612550,6,C,MJV1BAUKEUMX1IV6V,23,92,7,80820,7132
12,77,48,35,35,48,35,10784217,30,3,3.50011E+14,4154.25,41917,97,27,16,30898196,5,C,YQKHBFODR5HPF7BQN,29,44,88,121819,7788
12,77,21,93,93,21,93,65377493,39,5,9.30065E+14,735391.38,20215,44,42,36,37727002,0,S,V3QASA65TZEYJ1CPZ,78,33,31,71619,1495
15,98,29,41,41,29,41,59587654,73,4,4.1006E+14,1317.11,111623,94,24,98,37669627,0,M,HLV343BWVZD5P8Q2B,22,86,58,120720,1306
16,77,12,61,61,12,61,35743801,83,1,6.10036E+14,6179.52,10119,36,28,36,65163992,7,S,XQ21XSVAG688862UB,80,82,7,112813,7462
12,98,26,141,141,26,141,92684751,47,7,1.41009E+15,5928.24,81814,25,40,57,67023709,4,S,5GF70MTST2N52DKPN,29,97,83,50317,2932
19,57,48,393,393,48,393,29463157,82,7,3.93003E+15,-41559.41,100814,62,53,16,70689220,1,M,IRLQSKI5L5K5QP0ED,34,46,39,91019,5518
20,77,45,73,73,45,73,67608238,61,3,7.30068E+14,8095.99,102920,93,37,98,84585720,6,S,OSSOPH5EJ2N3095AE,23,25,44,30814,8705
13,77,27,119,119,27,119,15662955,87,8,1.19002E+15,-622.1,41116,14,46,16,88109824,8,S,165HBOZ9086Z1FHP8,38,71,47,62113,2961
16,16,47,77,77,47,77,92941236,14,5,7.70093E+14,-9869.79,22816,97,10,16,14668691,5,B,AKQQ70WFVEEWYP6GS,42,94,22,61113,9944
15,77,28,101,101,28,101,65797542,56,0,1.01007E+15,297132.22,90723,57,32,36,76330165,9,C,OK2C5LZMWZDPI2WN1,96,65,6,82721,830
14,98,21,7,7,21,7,50817858,23,5,7.00508E+13,395.92,31115,17,25,16,91314934,0,B,QV7FTF9OH84YYMZGV,51,7,63,70318,235
18,36,48,437,437,48,437,70436214,93,7,4.37007E+15,197.19,121814,49,56,37,29959848,6,S,7RXZ2PWJMVBKLO83E,0,68,60,110119,2766
19,77,48,447,447,48,447,84904487,22,0,4.47008E+15,757649.5,30916,89,12,57,65981228,2,B,GGXOI7X1GQJNKQYBV,48,58,92,121617,1903
15,36,26,67,67,26,67,86186984,55,9,6.70086E+14,193.46,101414,94,44,98,95801132,3,S,E8JW1WYHAIZK3NKKA,46,91,38,12414,5002
19,36,30,95,95,30,95,73552640,39,2,9.50074E+14,-75080.14,22523,74,29,37,24968887,0,B,547XGYEGK02QTA51Z,5,48,62,12515,2430
18,57,29,153,153,29,153,43461555,12,4,1.53004E+15,-4829.4,121014,13,49,57,38422929,4,C,DRTYKXO69SLF4W8LE,55,63,64,80813,1442
20,57,21,193,193,21,193,57354530,82,4,1.93006E+15,32062.31,62823,14,6,16,55693216,1,C,4DS4ICBZX0WY73IRH,59,97,96,92813,4480
15,36,20,27,27,20,27,37802471,32,3,2.70038E+14,98275.57,61520,54,4,57,25643130,9,C,013TERTCJUG4IXLAT,59,55,71,42320,1389
14,16,48,303,303,48,303,55560510,9,6,3.03006E+15,-546664.65,60115,71,31,78,28681870,4,C,C0P8PIQ4ROHXRHJUZ,7,19,2,13114,3947
13,57,22,5,5,22,5,97944624,30,6,5.00979E+13,-4240.43,70813,39,12,37,47832330,0,M,192J6OHEQ43DETW51,13,46,32,82319,2691
15,16,29,167,167,29,167,20936264,71,2,1.67002E+15,98856.55,81123,70,45,98,96468160,3,S,QVPQARDUSABXB5KVJ,58,62,46,51220,6066
20,98,48,115,115,48,115,14905133,92,0,1.15001E+15,849.88,73021,18,48,57,78502423,9,B,VW0U4EXZZ5AGM4P62,69,74,35,20917,1473
10,16,46,7,7,46,7,78802310,93,9,7.00788E+13,9249.24,82516,35,21,98,79279960,7,S,Q0GFJMNPFGV8RS1LI,68,28,78,52220,1586
